Wall: ,93.0,327.0,166.0,216.0
Wall: ,167.0,216.0,939.0,214.0
Wall: ,939.0,214.0,1038.0,306.0
Wall: ,919.0,484.0,1038.0,306.0
Wall: ,509.0,493.0,921.0,482.0
Wall: ,150.0,494.0,509.0,493.0
Wall: ,93.0,326.0,150.0,494.0
Wall: ,215.0,317.0,229.0,354.0
Wall: ,213.0,317.0,239.0,281.0
Wall: ,239.0,281.0,865.0,282.0
Wall: ,865.0,282.0,917.0,335.0
Wall: ,868.0,394.0,917.0,335.0
Wall: ,273.0,404.0,868.0,394.0
Wall: ,225.0,351.0,278.0,406.0
Checkpoint: ,473.0,288.0,483.0,214.0
Checkpoint: ,493.0,289.0,501.0,216.0
Checkpoint: ,512.0,285.0,521.0,218.0
Checkpoint: ,533.0,286.0,538.0,216.0
Checkpoint: ,556.0,289.0,566.0,216.0
Checkpoint: ,577.0,286.0,589.0,220.0
Checkpoint: ,600.0,289.0,611.0,216.0
Checkpoint: ,631.0,287.0,638.0,218.0
Checkpoint: ,650.0,288.0,663.0,219.0
Checkpoint: ,676.0,287.0,688.0,215.0
Checkpoint: ,697.0,288.0,708.0,208.0
Checkpoint: ,722.0,289.0,734.0,216.0
Checkpoint: ,749.0,287.0,761.0,214.0
Checkpoint: ,770.0,290.0,783.0,213.0
Checkpoint: ,792.0,290.0,797.0,215.0
Checkpoint: ,807.0,283.0,818.0,214.0
Checkpoint: ,824.0,284.0,840.0,213.0
Checkpoint: ,845.0,285.0,852.0,212.0
Checkpoint: ,854.0,282.0,1017.0,280.0
Checkpoint: ,882.0,299.0,1030.0,299.0
Checkpoint: ,900.0,322.0,1032.0,322.0
Checkpoint: ,910.0,344.0,1017.0,343.0
Checkpoint: ,902.0,359.0,1006.0,362.0
Checkpoint: ,877.0,374.0,1003.0,379.0
Checkpoint: ,866.0,399.0,985.0,399.0
Checkpoint: ,852.0,395.0,854.0,491.0
Checkpoint: ,836.0,393.0,837.0,489.0
Checkpoint: ,818.0,396.0,821.0,487.0
Checkpoint: ,795.0,396.0,795.0,488.0
Checkpoint: ,772.0,487.0,773.0,395.0
Checkpoint: ,743.0,495.0,747.0,395.0
Checkpoint: ,720.0,392.0,724.0,496.0
Checkpoint: ,684.0,397.0,690.0,495.0
Checkpoint: ,665.0,492.0,666.0,396.0
Checkpoint: ,645.0,493.0,651.0,398.0
Checkpoint: ,627.0,495.0,630.0,398.0
Checkpoint: ,600.0,492.0,604.0,397.0
Checkpoint: ,577.0,493.0,579.0,403.0
Checkpoint: ,555.0,495.0,558.0,397.0
Checkpoint: ,532.0,499.0,533.0,401.0
Checkpoint: ,508.0,495.0,509.0,401.0
Checkpoint: ,476.0,502.0,485.0,399.0
Checkpoint: ,454.0,495.0,463.0,400.0
Checkpoint: ,430.0,492.0,436.0,398.0
Checkpoint: ,402.0,493.0,410.0,398.0
Checkpoint: ,380.0,494.0,382.0,403.0
Checkpoint: ,350.0,497.0,355.0,405.0
Checkpoint: ,320.0,497.0,323.0,404.0
Checkpoint: ,295.0,496.0,299.0,401.0
Checkpoint: ,280.0,497.0,284.0,402.0
Checkpoint: ,213.0,464.0,240.0,423.0
Checkpoint: ,125.0,413.0,271.0,397.0
Checkpoint: ,109.0,380.0,252.0,372.0
Checkpoint: ,101.0,340.0,229.0,343.0
Checkpoint: ,110.0,299.0,224.0,308.0
Checkpoint: ,214.0,279.0,215.0,215.0
Checkpoint: ,252.0,286.0,254.0,216.0
Checkpoint: ,287.0,219.0,291.0,284.0
Checkpoint: ,869.0,416.0,898.0,460.0
Starting Position: ,425.03454315336063,237.55919880133246,273.1681646464664
